mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_67051,OC12C3CC1(O)COC23,2.1726,2.0332,1.65264,2.5918,66.72,-0.2311,0.0532,0.2843,906.0248,0.135729,-458.917321,-458.90961799999997,-458.908674,-458.948937,30.67,-1657.1056869120998,-1667.381146787,-1676.864062795,-1540.5490277070999
gdb_21640,c1cc(nnc1N)N,5.77314,1.5875,1.24866,3.9084,69.73,-0.2001,-0.0342,0.1659,916.1572,0.10982,-374.931066,-374.924183,-374.923239,-374.96167599999995,26.968000000000004,-1384.847102064,-1392.970206069,-1400.674761571,-1289.692892322
gdb_130081,c1cn2c([nH]1)nc(n2)N,5.44045,1.37025,1.0957299999999999,3.0565,70.36,-0.1949,0.0273,0.2222,1021.3572,0.105369,-429.083996,-429.07719800000007,-429.076253,-429.11483,26.914,-1428.359831142,-1436.5362734120001,-1444.2395738960001,-1330.596438978
gdb_51225,O=CCC12OC3CC1C23,4.13821,1.06552,1.04073,3.1271,72.02,-0.235,-0.0232,0.2118,1185.3948,0.134659,-421.76438600000006,-421.756616,-421.755671,-421.797863,29.033,-1697.8134507601,-1708.047495041,-1717.52978354,-1582.6806094760998
gdb_77930,OC1C2C(O)C1(O)C2O,2.37675,1.4468,1.39404,4.189,64.14,-0.2391,0.0628,0.3019,1025.0249,0.13466199999999998,-496.032525,-496.02396600000003,-496.02302199999997,-496.06488600000006,33.69,-1592.7213809851,-1602.4590656470002,-1611.9419816551,-1476.3761923129998
gdb_22242,CCCC(C)C(C)=NO,2.99103,0.74548,0.66225,0.632,89.71,-0.23800000000000002,0.0199,0.2579,1815.7309,0.21414699999999998,-405.52643,-405.514806,-405.513862,-405.563867,41.688,-2162.7041209191,-2176.7396147220998,-2190.373502765,-2003.2057658260999
gdb_29335,Cc1c(c(c[nH]1)N)C#N,1.9851599999999998,1.8911799999999999,0.9755,5.8289,80.19,-0.1954,0.0016,0.19699999999999998,1156.4965,0.125613,-396.992461,-396.983494,-396.982549,-397.02623900000003,32.656,-1668.129137515,-1676.7228732701,-1685.6121657639999,-1559.4583839129998
gdb_16692,CC1=CC2NC1C2O,4.2729,1.66173,1.53352,2.1962,69.73,-0.2181,0.0115,0.2296,889.4299,0.143767,-363.819836,-363.81291699999997,-363.811973,-363.850621,27.605999999999998,-1624.185937263,-1634.9533641941,-1644.436907711,-1509.7533960229998
gdb_71083,OC12CC3C(=O)C1C23O,2.6526,1.56124,1.34029,1.5069,66.1,-0.2398,0.0009,0.2407,977.0136,0.11110999999999999,-457.7139480000001,-457.70622699999996,-457.705283,-457.74581900000004,30.15,-1529.8299189691,-1538.3169781939998,-1546.613902192,-1426.8042363311
gdb_40524,C1CC1C1=CC2CC1C2,3.86559,1.1465,1.11156,0.3872,89.62,-0.2021,0.0236,0.2257,1210.6147,0.184902,-349.912041,-349.904535,-349.90359,-349.94415699999996,30.874000000000002,-2063.134757853,-2077.0899305041,-2088.944203023,-1920.9180006201002
gdb_98617,CCC(=O)C1C2CCC12,3.95261,0.99821,0.91817,2.4594,83.88,-0.2292,-0.0079,0.2213,1380.7273,0.182086,-387.085285,-387.076188,-387.075244,-387.120076,33.939,-2035.171074286,-2048.127252609,-2059.982152637,-1894.376879956
gdb_71632,CC12OC3C1COCC23,2.8435200000000003,1.55745,1.51005,1.2651,74.57,-0.2329,0.0758,0.3087,987.9667,0.16015,-422.968537,-422.96107,-422.960126,-423.00014400000003,29.843000000000004,-1825.5774207051002,-1837.7787057010999,-1848.447613719,-1695.9001758191
gdb_62238,CC(OCCC=O)C#N,3.57714,0.66037,0.57824,2.7601,74.62,-0.2622,-0.034,0.2283,1846.8295,0.144094,-439.09748600000006,-439.08710099999996,-439.086157,-439.13480599999997,34.756,-1757.8899074020999,-1767.3709408831,-1777.446852896,-1638.1749954001
gdb_127096,Cn1cc(cn1)N(C)C,3.95,1.05197,0.8514799999999999,2.3535,84.97,-0.1802,0.0306,0.2107,1390.4618,0.171259,-399.33380800000003,-399.324121,-399.323177,-399.369349,34.346,-1881.64221231,-1893.338352561,-1904.600256584,-1747.3358335310002
gdb_60991,CC(C=O)N1CC1C#N,2.39135,1.24568,0.94424,4.117,73.99,-0.259,-0.0353,0.2236,1247.6323,0.133383,-417.993848,-417.98444,-417.983495,-418.02907799999997,32.889,-1680.9278110791001,-1690.133368109,-1699.6156566079999,-1566.5348029061
gdb_70017,CC12CC1C1CCOC21,3.11585,1.49099,1.29588,1.4445,81.2,-0.2316,0.0817,0.3133,1078.9113,0.184351,-387.069013,-387.061025,-387.060081,-387.101419,31.578000000000003,-2024.960247838,-2038.6123336420999,-2050.46723367,-1882.6694445430999
gdb_132001,N=C1ON=C(O1)N(=O)=O,4.69888,1.19975,0.95573,2.0151,55.39,-0.2943,-0.1317,0.1626,1080.8338,0.052551,-541.75257,-541.7456559999999,-541.744712,-541.784979,24.156999999999996,-971.9198246860001,-976.4680099180999,-981.7999538911,-901.4788018910001
gdb_46573,O=C1NCC23CN(C2)C13,3.1261400000000004,1.7185599999999999,1.34819,4.9344,72.72,-0.2298,0.0124,0.2422,952.7154,0.139031,-417.933615,-417.92694,-417.925996,-417.964495,27.315,-1643.1310614820002,-1654.0516006091,-1663.534516617,-1526.008389159
gdb_77812,CC12NCC(=O)C1C2O,2.40555,1.5063799999999998,1.34372,2.5496,72.69,-0.2121,-0.0119,0.2002,1053.292,0.147466,-439.083632,-439.075196,-439.07425199999994,-439.116307,32.631,-1749.1963977161,-1759.9004462379999,-1769.976358251,-1626.5667064089998
gdb_28594,NC1=CN=C(O1)C1CO1,5.3190800000000005,0.9965799999999999,0.8870299999999999,2.8712,71.21,-0.2051,0.001,0.20600000000000002,1267.3269,0.113376,-453.945403,-453.937504,-453.93656,-453.97863099999995,28.772,-1514.194904725,-1522.569639839,-1530.866563837,-1411.660561634
gdb_48834,O=CC12CC1CCC=C2,2.7561400000000003,1.4363700000000001,1.1357899999999999,3.2815,82.22,-0.2385,-0.0136,0.2248,1125.2043,0.160544,-385.907046,-385.899121,-385.898176,-385.93953999999997,30.877,-1923.6671175489998,-1935.5816309320999,-1946.249911441,-1794.8024968179998
gdb_41689,C1OCC23OC=NC2C13,4.07535,1.53331,1.29625,1.2893,67.5,-0.2467,0.0085,0.2553,952.2538,0.127183,-437.87608200000005,-437.869651,-437.868706,-437.90677300000004,25.633000000000003,-1619.2995246801001,-1629.484623259,-1638.373915753,-1508.7958172889998
gdb_14162,CC1(O)C2OC1C=C2,3.49621,2.34059,1.89832,1.9555,64.12,-0.2333,0.0042,0.2375,754.9353,0.129609,-383.688225,-383.681207,-383.680262,-383.71880899999996,28.02,-1553.869788759,-1563.686539555,-1572.576459558,-1446.0486823429999
gdb_74805,CC1=CN2CC2(C)C1=O,2.71985,1.62758,1.16629,2.4282,79.38,-0.2369,-0.046,0.1909,1089.8192,0.146958,-401.968458,-401.959769,-401.958825,-402.001706,32.202,-1813.5995289129999,-1824.1454451671,-1834.22135718,-1691.585423935
gdb_49086,O=CC12OCC3C1OC23,2.9445099999999997,1.7935299999999998,1.27702,3.6907,65.47,-0.2414,-0.0355,0.2059,944.1711,0.112159,-457.691004,-457.68422000000004,-457.683276,-457.722313,26.395,-1515.4323524731,-1524.507387631,-1532.804311629,-1412.0540097770001
gdb_79311,OC1C2C3CC1C23C#C,3.8359900000000002,1.23612,1.1402700000000001,1.1729,81.25,-0.2268,0.036000000000000004,0.2628,1101.4353,0.135768,-384.607466,-384.599719,-384.598775,-384.639392,30.93,-1736.020591243,-1746.2696957401001,-1755.752611748,-1620.170507172
gdb_40496,C1CC1C12OC3CC1C23,4.23907,1.25595,1.2151399999999999,1.5374,79.26,-0.2213,0.0809,0.3022,1101.0855,0.16001700000000002,-385.807894,-385.800589,-385.799645,-385.8399,29.487,-1861.4483451810001,-1873.7519141441,-1884.4208221620001,-1732.277500058
gdb_128958,c1conc1OCC#N,7.607130000000001,0.79809,0.7255699999999999,3.7666,65.32,-0.2758,-0.0201,0.2557,1419.7513,0.089526,-452.73315999999994,-452.72559,-452.724646,-452.76639400000005,26.555,-1381.353131952,-1388.157212039,-1395.268144027,-1292.193515687
gdb_28597,NC1=NC=C(O1)C1CN1,4.0467,1.1219700000000001,0.93873,2.8174,73.95,-0.2014,0.0161,0.2175,1221.6707,0.126782,-434.07333700000004,-434.06553499999995,-434.064591,-434.106078,29.32,-1582.2037026360001,-1591.527858867,-1600.41777887,-1472.626198529
gdb_66302,OC1(CCOC1=N)C=O,2.69037,1.50534,1.20145,3.6369,66.77,-0.2668,-0.043,0.2239,1041.8501,0.123799,-475.046624,-475.038336,-475.037392,-475.07967699999995,30.566,-1589.6403117951002,-1598.6594986521,-1607.5494186551,-1480.36275699
gdb_27121,c1[nH]c(c(n1)N)NC=O,3.2065200000000003,1.32034,0.93985,1.8925,72.28,-0.2028,-0.0044,0.1983,1164.0853,0.11555399999999999,-450.18852599999997,-450.18050300000004,-450.179559,-450.221424,29.359,-1505.881665493,-1514.1779619820002,-1522.47488598,-1402.780054266
gdb_36436,N#CCC1CC2COC12,4.00633,1.0150700000000001,0.9437399999999999,4.129,75.48,-0.2601,0.0374,0.2976,1260.3305,0.14865699999999998,-401.929126,-401.921108,-401.920164,-401.9626,29.756,-1788.918344925,-1799.8853197181,-1809.961231731,-1667.046056981
gdb_48983,O=CC12OCC(O1)C=C2,3.47344,1.55491,1.37893,3.2785,64.63,-0.2588,-0.047,0.2118,936.7408,0.112501,-457.749499,-457.742516,-457.741571,-457.781192,26.967,-1552.1384914281,-1561.088652295,-1569.384948784,-1449.001112188
gdb_98727,OCC(=O)C1NC1C#C,2.34525,1.2123899999999999,0.99424,3.9121,72.32,-0.2602,-0.0367,0.2235,1225.1522,0.12175699999999999,-437.82871900000004,-437.819617,-437.818672,-437.863138,33.05,-1589.578815913,-1598.087837953,-1606.977130447,-1481.4144620739999
gdb_17086,N#CC1=CC2CC1O2,5.64945,1.53347,1.4572399999999999,4.2024,65.61,-0.2612,-0.063,0.1982,844.9111,0.097237,-361.427474,-361.421526,-361.42058199999997,-361.457632,22.96,-1378.6604908329998,-1386.483018027,-1393.594577524,-1290.576424994
gdb_10422,OCC1(CCN1)C#N,2.6303900000000002,1.97912,1.4167100000000001,3.7924,64.82,-0.2473,0.0137,0.261,913.4932,0.131134,-379.90328999999997,-379.89533,-379.894385,-379.935679,29.043000000000003,-1527.9499020051,-1537.1749118141001,-1546.0648318170001,-1420.9012591679998
gdb_89638,CC1CC2(OC12)C1CO1,4.8243599999999995,1.01704,0.9708899999999999,2.1032,76.06,-0.2486,0.0619,0.3105,1279.7546,0.15798099999999998,-422.966245,-422.957805,-422.95686100000006,-422.999554,31.842,-1824.1391700770998,-1835.729888816,-1846.398796834,-1695.5299455089998
gdb_45749,O=C1CC=CC1C1CN1,2.73506,1.42093,1.10153,3.5767,76.84,-0.2394,-0.0224,0.2169,1129.8287,0.148501,-401.94552200000004,-401.93753799999996,-401.936594,-401.978804,30.166,-1799.206982489,-1810.1952925881,-1820.2712046010001,-1677.2142128171
gdb_131464,OC1C2C1C1=CN=NN21,5.2026699999999995,1.23312,1.13077,4.4939,67.94,-0.2518,-0.0128,0.239,1030.6174,0.10228999999999999,-432.778362,-432.77171699999997,-432.770773,-432.80943499999995,25.735,-1397.4468552751,-1405.7199339310998,-1413.423861924,-1300.1936279280999
gdb_59749,CC(O)C1OCCC1=O,2.44811,1.4685,1.19527,0.7061,70.92,-0.2413,-0.0298,0.2115,1119.2066,0.15825699999999998,-460.18524400000007,-460.17620199999993,-460.175258,-460.2192,33.62,-1824.8871608051002,-1836.099491617,-1846.768399635,-1696.4279108879998
gdb_133203,CC1=NNC=C(F)C1=N,2.44361,1.7425700000000002,1.0235299999999998,4.0438,74.67,-0.2069,-0.027000000000000003,0.1799,1079.9264,0.11330699999999999,-458.10268899999994,-458.09486100000004,-458.093917,-458.134941,29.706999999999997,-1504.0625169020002,-1512.481805155,-1520.7787291529999,-1400.950865531
gdb_83051,CC1C2CC=CC12C#C,2.57212,1.4641,1.21266,1.07,88.19,-0.2224,0.0126,0.235,1117.8764,0.158665,-348.724142,-348.715646,-348.714701,-348.756729,33.493,-1945.569064176,-1957.1258974291,-1967.7941779379998,-1817.0188254541001
gdb_8149,CC12CC(O)CC1N2,3.6810199999999997,1.75502,1.59455,2.6454,70.67,-0.228,0.068,0.2961,898.8208,0.16708199999999998,-365.058859,-365.051309,-365.050364,-365.090058,30.065,-1773.832401056,-1785.9809752960998,-1796.649883314,-1646.28868677
gdb_64826,CC1(CC1)NC(=O)C=O,2.97578,1.03295,0.94521,2.1808,74.13,-0.2476,-0.0759,0.1717,1315.1803,0.145602,-439.111563,-439.10215300000004,-439.101209,-439.146556,34.008,-1766.723351595,-1776.8162063510001,-1786.892118364,-1645.54822615
gdb_68506,CC12CC(C3CN13)C2=O,2.5234799999999997,1.9002299999999999,1.4818,3.1992,75.64,-0.2311,-0.0065,0.2246,952.3425,0.148321,-401.91103799999996,-401.903596,-401.902652,-401.942558,29.944000000000003,-1777.5679621331,-1788.8963821101001,-1798.972294123,-1654.4695216031
gdb_106268,COC12CC(C)(C1)C2=O,3.0171900000000003,1.30585,1.10963,2.3109,76.63,-0.2235,0.0106,0.2341,1173.854,0.157365,-422.992653,-422.983446,-422.98250199999995,-423.0267,33.705999999999996,-1840.7104277491,-1851.8198470851,-1862.488755103,-1712.5643048231
gdb_63553,CC1(C)CC11CCC1=O,2.45876,1.45302,1.12297,2.8363,84.99,-0.233,-0.0167,0.2164,1184.6842,0.180555,-387.102108,-387.092678,-387.09173300000003,-387.135992,35.867,-2045.7276581931,-2058.4748760191,-2070.329148538,-1904.3643132001
gdb_11388,[NH3+]C[C-]1OC(=O)C=C1,2.74137,1.4603700000000002,0.9575899999999999,2.6851,70.94,-0.2482,-0.0743,0.1739,1175.5207,0.11566400000000002,-399.838282,-399.82879199999996,-399.827848,-399.873682,31.982,-1499.4277354279998,-1506.8041037231,-1515.1016552301,-1401.0060863229999
gdb_66469,CC12C3C1C1(O)CN2C31,3.4573199999999997,1.60064,1.47746,0.5245,74.48,-0.2154,0.0678,0.2832,953.9069,0.147703,-401.856053,-401.848756,-401.84781200000003,-401.88717,30.084,-1743.064379768,-1754.48378855,-1764.559700563,-1619.7130531111
gdb_45420,O=C1OC2OCC1C=C2,2.7658099999999997,1.8116299999999999,1.77972,3.9028,63.91,-0.2556,-0.0267,0.2289,848.4129,0.11538,-457.800154,-457.793855,-457.79290999999995,-457.830713,25.456999999999997,-1583.9249598231,-1593.304336846,-1601.600633335,-1480.075985377
gdb_26300,CC(O)C1=CNC(=N)O1,3.4252300000000004,1.06407,0.9700200000000001,2.3884,72.85,-0.1961,0.0231,0.2193,1261.4624,0.13531300000000002,-455.16830300000004,-455.15919,-455.158246,-455.20255999999995,33.336999999999996,-1653.724040911,-1663.1140855871,-1672.5970015951002,-1538.464442809
gdb_113046,COC1CC(CC#N)C1,5.6669599999999996,0.6823100000000001,0.64456,4.611000000000001,80.79,-0.2578,0.0328,0.2906,1728.0028,0.170238,-403.147117,-403.137592,-403.136648,-403.182448,34.148,-1925.36703943,-1937.1654636479998,-1948.427367671,-1791.2890739271
gdb_112840,CCC1CC(O)C2OC12,2.9615,1.1493799999999998,0.94058,1.879,77.37,-0.2509,0.0777,0.3285,1315.6442,0.18290399999999998,-424.223541,-424.214674,-424.21373,-424.25723,33.993,-1985.2521058271,-1998.3519837110998,-2010.206883739,-1843.5103729071
gdb_81320,CN1C2CC1C(=C2)C#C,3.94275,1.14553,1.06241,1.3809,88.69,-0.2123,-0.0262,0.1861,1192.097,0.147038,-364.721696,-364.71372,-364.71277599999996,-364.753847,31.845,-1795.430005818,-1806.4239634981,-1816.499875511,-1672.983547139
gdb_24995,C1c2c(oc(=O)o2)CN1,4.779719999999999,1.2746600000000001,1.0242799999999999,4.2516,63.4,-0.2329,0.0178,0.2507,1078.1433,0.103623,-473.84792999999996,-473.841101,-473.84015700000003,-473.87950700000005,25.48,-1465.3006584631,-1473.4582754629998,-1481.162203456,-1368.4678621461
gdb_122163,CCCCC1(O)CC1C,3.07503,0.71755,0.65269,1.2962,90.23,-0.2481,0.0777,0.3258,1884.4545,0.22654499999999997,-389.489004,-389.477782,-389.476838,-389.525681,41.355,-2287.8231404291,-2303.0000731031,-2317.226957151,-2121.4705045291003
gdb_9624,CC1(CO)OC1C=O,4.856330000000001,1.26168,1.1575600000000001,2.662,62.65,-0.263,-0.0463,0.2167,1035.4983,0.127436,-420.85930099999996,-420.850653,-420.84970899999996,-420.89260599999994,30.576999999999998,-1524.5456656801,-1533.3389492970998,-1542.2294968091,-1418.175987581
gdb_101752,CC#CCCC(C)CO,4.96394,0.49208999999999997,0.46416,1.4405,92.09,-0.2398,0.0636,0.3034,2393.0679999999998,0.202486,-388.27133100000003,-388.259323,-388.258378,-388.310981,41.01,-2151.573993786,-2164.4805988981,-2177.520863427,-2000.4579039151001
gdb_50960,N=COC(CC#C)C=O,1.8210400000000002,1.3062200000000002,0.79132,2.8168,73.71,-0.2621,-0.0484,0.2137,1377.1231,0.120073,-437.849199,-437.83936500000004,-437.838421,-437.885192,33.728,-1602.4302002329998,-1610.479885685,-1619.3698056879998,-1495.2535455601
gdb_18525,CCOC1CN2CC12,5.50356,1.14049,1.07788,1.696,71.95,-0.2325,0.0748,0.3073,1167.3773,0.165322,-365.006444,-364.998367,-364.997423,-365.03946099999996,29.699,-1740.941516821,-1752.7593938179998,-1763.428929345,-1614.5386138970002
gdb_82634,CC12C3NC(C1O)C23O,2.37247,1.74543,1.35305,3.3475,71.25,-0.2173,0.0635,0.2807,1007.878,0.14771600000000001,-439.00962400000003,-439.001478,-439.00053399999996,-439.04177999999996,32.216,-1702.755711644,-1713.6417377761,-1723.717649789,-1579.8003431660998
gdb_112704,CC1CC(CO)CC1O,3.0157700000000003,0.99587,0.8786,2.0987,81.38,-0.2551,0.055,0.3102,1425.5092,0.20549099999999998,-425.437249,-425.427126,-425.42618200000004,-425.472493,37.894,-2119.0131792851003,-2133.1020113531,-2146.142903391,-1964.8762610879999
gdb_132397,c1c(cc(nc1F)F)O,1.90285,1.80417,0.9261,3.9218,59.71,-0.2602,-0.017,0.2432,1097.1184,0.077288,-521.9459519999999,-521.939166,-521.938221,-521.977313,26.131,-1333.6906858571,-1340.098180256,-1346.61548873,-1250.26775687
gdb_4603,Cc1cnc(=O)oc1,5.72959,1.59545,1.25769,5.955,63.59,-0.2554,-0.0771,0.1782,905.8854,0.09578500000000001,-398.65545299999997,-398.648567,-398.647622,-398.686957,24.77,-1385.0435123810998,-1392.2768086239998,-1399.387740612,-1297.548049984
gdb_7105,CCCC(=N)NC=O,7.06993,0.86195,0.7793100000000001,4.4721,71.14,-0.2504,-0.0187,0.2317,1446.0517,0.15343199999999999,-381.163789,-381.154674,-381.153729,-381.198356,31.732,-1691.0727490820002,-1701.350091484,-1711.426003497,-1572.019859075
gdb_795,CC(=NO)CCO,6.38612,1.21078,1.09517,0.8991,60.51,-0.2419,0.0103,0.2523,1051.1719,0.134383,-362.871515,-362.862829,-362.86188500000003,-362.905081,29.947,-1423.787173059,-1432.555983825,-1441.447158846,-1319.9708290810001
gdb_12177,CC1N(CC1=O)C=O,3.7911300000000003,1.4985,1.13509,2.5167,64.19,-0.2576,-0.0453,0.2123,1005.2025,0.117157,-399.825444,-399.81741,-399.816466,-399.858475,27.976999999999997,-1491.3717748860001,-1499.661796285,-1507.959347792,-1391.46355696
gdb_49388,O=CC1C2C3CCC3N12,2.54469,1.83558,1.4289100000000001,2.6881,75.63,-0.2303,-0.0326,0.1978,961.9827,0.147791,-401.86692200000005,-401.85945,-401.85850600000003,-401.898894,29.184,-1749.8847750891,-1761.1943697960999,-1771.270281809,-1627.0699686270002
gdb_98467,CCC1(CN1)C(=O)CO,2.3544400000000003,1.21898,0.9581700000000001,3.9594,75.7,-0.2542,-0.0274,0.2268,1307.9678,0.16913599999999998,-440.27717199999995,-440.267329,-440.26638499999996,-440.312184,35.983000000000004,-1870.3018696621,-1881.9001185091001,-1893.1620225320999,-1735.7677051160001
gdb_88671,OC1CC1N1CC(O)C1,3.66195,0.99765,0.8819100000000001,2.8292,76.21,-0.2046,0.0708,0.2754,1348.3870000000002,0.17018,-440.22011399999997,-440.211092,-440.21014800000006,-440.25413899999995,34.354,-1834.4974611401,-1846.610894876,-1857.872798899,-1699.3439452111
gdb_58616,CC(O)C1(CC1)C(N)=O,2.30472,1.4223700000000001,1.0624799999999999,2.7253,75.25,-0.2455,0.0265,0.2719,1191.5103,0.169534,-440.307786,-440.297887,-440.29694299999994,-440.34238099999993,37.484,-1889.5124301880999,-1901.0755385311,-1912.3374425539998,-1754.716594389
gdb_107044,OCC12NC1C(O)C=C2,3.5886699999999996,1.22675,1.03443,4.0269,72.53,-0.2307,0.004,0.2347,1160.6505,0.14841400000000002,-439.053113,-439.044796,-439.04385199999996,-439.08586399999996,32.056999999999995,-1730.045450545,-1740.824172638,-1750.900084651,-1607.4634499221
gdb_133273,CN=C1N=CON=C1F,2.64467,1.59879,1.0025600000000001,2.4278,67.7,-0.2628,-0.0632,0.1996,1084.1760000000002,0.088123,-493.99745700000005,-493.989804,-493.98886,-494.0302980000001,27.156,-1301.695256965,-1308.446626296,-1315.557558284,-1212.068146495
gdb_852,c1c(coc1N)O,7.5174,2.03418,1.60388,2.7516,52.68,-0.1779,0.0453,0.2232,710.6391,0.090519,-360.528914,-360.522283,-360.521339,-360.559077,24.468000000000004,-1209.487201978,-1215.991332763,-1222.510523764,-1130.277368417
gdb_31341,COc1c2n(cn1)CC2,4.052630000000001,1.2470700000000001,0.9712,2.8593,77.79,-0.1873,0.0396,0.2268,1199.0254,0.137844,-417.997392,-417.989436,-417.988491,-418.030487,28.936,-1683.1517029751,-1693.268403073,-1702.750691572,-1567.4189630870999
gdb_131090,c1c(non1)COC=O,5.76741,0.7974100000000001,0.7194699999999999,2.7796,61.41,-0.3006,-0.0606,0.24,1432.1624,0.088369,-489.85176500000006,-489.84394000000003,-489.84299599999997,-489.88654800000006,26.177,-1319.1029841341,-1325.746421917,-1332.8573539051,-1230.659355638
gdb_119292,CCOC1(COC1)C#N,2.25506,1.2568,0.94625,2.8688,72.97,-0.2718,0.0066,0.2783,1293.9842,0.14570999999999998,-439.062755,-439.05326900000006,-439.052325,-439.098106,33.059,-1736.0958923231,-1746.141056395,-1756.216968408,-1615.1454150999998
gdb_65415,CC1(NC1CC#N)C#N,3.8000599999999998,0.85844,0.77955,3.1539,75.34,-0.2887,-0.0034,0.2852,1427.3712,0.123678,-396.93379100000004,-396.924618,-396.923674,-396.968429,32.358000000000004,-1631.313184485,-1639.7776533861,-1648.667573389,-1523.1820886231
gdb_2885,N#CC1NCC=C1,6.54707,1.99577,1.68387,4.9261,59.28,-0.2395,-0.0034,0.23600000000000002,720.7529,0.103611,-303.50380099999995,-303.49755899999997,-303.49661499999996,-303.534201,22.486,-1318.133482729,-1325.770894768,-1332.883081774,-1232.59082834
gdb_72097,CC12OC3CC1C2OC3,2.78819,1.7726400000000002,1.641,1.2138,73.76,-0.2163,0.0825,0.2989,937.9489,0.161425,-423.02214699999996,-423.01496299999997,-423.014019,-423.053359,29.264,-1859.2181781951,-1871.5970482381,-1882.265956256,-1729.2930672541
gdb_83726,OC1C2COC2CC1=O,2.50517,1.7645,1.30939,2.7186,66.96,-0.2539,-0.0344,0.2195,985.5459,0.136681,-458.969025,-458.96146,-458.96051600000004,-459.00134699999995,29.026,-1689.5504122481,-1699.912468365,-1709.3953843729998,-1573.4367743971
gdb_56674,CC(C#N)C1(O)CCC1,2.40867,1.29457,1.13428,4.8436,78.62,-0.27399999999999997,0.0342,0.3081,1195.2259,0.169846,-403.157251,-403.147727,-403.146783,-403.191376,35.71,-1931.726215636,-1943.5252673629998,-1954.7871713860998,-1796.891474279
gdb_1468,CC(CO)CC#C,6.68658,1.2711700000000001,1.1504299999999998,1.7586,66.12,-0.259,0.0538,0.3128,1022.2116,0.14568299999999998,-309.684327,-309.675583,-309.674639,-309.717268,31.13,-1591.605042474,-1601.2272654801002,-1610.7114365060002,-1481.2751550760001
gdb_105234,CCC1(OC1C)C(C)O,1.91677,1.4552399999999999,0.9952200000000001,1.9608,81.47,-0.2549,0.0759,0.3308,1322.6305,0.203112,-425.421713,-425.41104900000005,-425.410105,-425.45709400000004,39.827,-2109.2641994611,-2123.01354916,-2136.054441198,-1955.213249997
gdb_130256,C(=O)n1c(noc1=O)N,2.39725,1.8687,1.05308,6.3542,58.35,-0.2636,-0.0556,0.20800000000000002,1014.6639,0.077524,-505.97088099999996,-505.96327599999995,-505.962332,-506.003275,27.229,-1245.245174834,-1251.1374843439999,-1257.655420327,-1161.679801304
gdb_120166,COCC1C2CC1(C)C2,3.03789,1.0617,0.9233100000000001,0.8792,87.81,-0.2508,0.0861,0.3368,1399.5395,0.20539899999999997,-388.233525,-388.224105,-388.223161,-388.268015,35.569,-2127.850388532,-2142.3809869361,-2155.421878974,-1973.4963522210999
gdb_54854,NC(=O)C1C2COCC12,2.66642,1.5243799999999998,1.43357,3.9076,71.07,-0.2381,0.031,0.2691,1002.7395,0.14906,-439.10625300000004,-439.09806299999997,-439.09711799999997,-439.13919599999997,31.044,-1763.391278805,-1774.2496945410999,-1784.324979045,-1640.9297599101
gdb_89070,OC1CC1CCC1CO1,4.0395199999999996,0.67555,0.6413,2.1621,79.61,-0.2541,0.0805,0.3346,1787.8359,0.181266,-424.18171399999994,-424.17211100000003,-424.17116699999997,-424.21734100000003,35.150999999999996,-1959.0052868841,-1971.643318144,-1983.4982181720002,-1818.479666406
gdb_76843,CC1C(O)C2OC(=N)C12,2.44903,1.65075,1.34582,1.6773,72.16,-0.2624,0.0154,0.2778,1018.6469,0.147944,-439.068063,-439.059908,-439.05896399999995,-439.100784,31.374000000000002,-1739.4267100951001,-1750.307088646,-1760.383000659,-1616.8258842020002
gdb_111718,COC1C2COC12C#C,2.38579,1.4842799999999998,1.14354,1.4053,76.97,-0.2246,0.0113,0.23600000000000002,1121.896,0.133444,-421.728205,-421.71941200000003,-421.718468,-421.76185499999997,32.365,-1675.1095476310998,-1684.701650205,-1694.184566213,-1560.085265404
gdb_31335,c1nc(c(o1)C=O)CO,2.0344900000000004,1.7414599999999998,0.95416,2.821,67.31,-0.2575,-0.0682,0.1893,1137.6268,0.101116,-473.85553200000004,-473.847564,-473.84662000000003,-473.888743,28.053,-1470.0709818811,-1477.51386613,-1485.217794123,-1374.26353527
gdb_112981,OCC1CC(C1)N1CC1,4.68382,0.76678,0.72058,2.1441,83.94,-0.22899999999999998,0.0766,0.3056,1626.4821,0.193875,-404.296769,-404.287355,-404.28641,-404.331658,35.094,-2018.9323963841,-2032.5775795891,-2045.024848113,-1871.206110131
gdb_6530,CC1(C)OC1(C)CO,3.18304,1.58263,1.26756,2.2028,71.23,-0.2554,0.0796,0.335,1045.4109,0.173771,-386.131731,-386.121948,-386.121004,-386.16587000000004,35.72,-1831.4885554851,-1843.1244548720001,-1854.386986404,-1699.15632002
gdb_113569,COC1CC11COC=N1,4.0916,1.0558,0.95934,1.646,74.33,-0.2303,0.021,0.2512,1261.433,0.147531,-439.068149,-439.059703,-439.058759,-439.101733,30.851999999999997,-1739.4806758691,-1750.1784493010998,-1760.2543613139999,-1617.4213902431
gdb_87647,CC1CC11OC(=O)C1N,2.64181,1.28659,1.09883,2.9885,72.9,-0.2448,0.0032,0.248,1178.8351,0.146982,-439.09014299999996,-439.08119000000005,-439.080246,-439.12379100000004,33.164,-1753.2821088151002,-1763.661735184,-1773.7376471970001,-1631.262983765
