smiles,PCBA-1030,PCBA-1458,PCBA-1460,PCBA-2546,PCBA-2551,PCBA-485297,PCBA-485313,PCBA-485364,PCBA-504332,PCBA-504333,PCBA-504339,PCBA-504444,PCBA-504467,PCBA-588342,PCBA-624296,PCBA-624297,PCBA-624417,PCBA-651965,PCBA-652104,PCBA-686970,PCBA-686978,PCBA-686979,PCBA-720504
CS(=O)(=O)N(Cc1nnc(-c2cccs2)o1)c1ccc(Cl)cc1F,,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,,,1.0,,1.0
CCN(CC)S(=O)(=O)c1ccc(=S)[nH]c1,1.0,,0.0,,1.0,,,,,,1.0,,,,,,,,,0.0,,,1.0
Cc1c(C(=O)OCC2CCCO2)[nH]c2c1C(=O)CC(c1ccco1)C2,1.0,0.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,
O=C(c1cc2ccccc2oc1=O)N(Cc1cccs1)Cc1ccccc1Cl,,0.0,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(C#N)c(NCc2ccccc2)nc1C,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0
c1ccc(-c2ccc(-c3[nH]ncc3CNCC3CCCCO3)cc2)cc1,,,,,,,,,,,,,,,,,,,,1.0,,,
CCOc1ccc2nc(N3CCC(C(=O)N4CCN(c5ccccn5)CC4)CC3)sc2c1,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,
Cc1cccc(N2CCN(C(=O)c3ccc(NC(=O)c4nsc5ccccc45)cc3)CC2C)c1,,,,,,,,,,,,,,1.0,,,,,,,,,
CN(C)c1ccc(/C=N\S(=O)(=O)c2ccccc2)cc1,1.0,0.0,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,
O=C1NC2(CCc3ccccc3C2)C(=O)N1CCOc1cccc(Cl)c1,,,,,,,,,0.0,,,,,,,,,,1.0,,,,
CN(C)S(=O)(=O)c1cccc(C(=O)N(Cc2ccc(F)cc2)Cc2ccco2)c1,1.0,0.0,,,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,,
CCOC(=O)c1c(NC(=O)CN2CCCCC2)sc(CN(C)C)c1-c1ccccc1,,,,,,,,,,,,,,,,1.0,,,,,,,0.0
CCN(CC)CCNC(=O)NC(=O)c1ccc(Cl)cc1,,,,,,,,,,,0.0,,,,,,,,,,,,
O=C(c1ccc(Sc2cccc(Cl)c2)c([N+](=O)[O-])c1)N1CCN(c2ccccn2)CC1,,,,,,,,,,,,1.0,0.0,,0.0,,,,1.0,,,0.0,
Cc1cc(C(C#N)c2ccccc2F)n2ncnc2n1,1.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,0.0,,
COc1ccc(C)cc1NC(=O)C(OC(=O)c1cnccn1)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,,,,
C=CCOc1ccc(C2C3=C(CCCC3=O)N(CC(=O)O)C3=C2C(=O)CCC3)cc1OCC,,,,,,,,1.0,,,,,0.0,,,,,,,,,,
Cc1ccc(S(=O)(=O)Cn2nnnc2C(CC(C)C)N2CCC(C(N)=O)CC2)cc1,,,,,,,,,,,,,,,,,,,,,,0.0,
CCc1ccc(-c2nc3c(=O)n(C)c(=O)nc-3n(CC)n2)cc1,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
COc1ccc(OCCCC(=O)Nc2ccc(N3CCOCC3)cc2)cc1,,,,,,,,,,,,,,,,,,0.0,,,,,
Cc1ccc(S(=O)(=O)CC(=O)c2ccccc2[N+](=O)[O-])cc1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
CCN1/C(=C/c2cc[n+](C)cc2)C=Cc2cc(C)ccc21,,,1.0,1.0,,,0.0,,1.0,,,1.0,0.0,,,,,,,,,1.0,
CCOc1ccccc1N1Cc2ccccc2C1,,,,,,,,1.0,,,,,,,,,,,,,,,
CN(C)/N=N/c1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)O)cc1,,,,,,,,,,,,,,,0.0,,,,,,,0.0,
Cc1ccc(C)c(NC(=O)CN(C)C(=O)c2sccc2C)c1,,,,,,,,,,,,,0.0,,,,,,,,,,
Cc1ccc(C)c(N2CCN(C(=S)Nc3ccc4nc(N5CCN(C)CC5)cc(C)c4c3)CC2)c1,,,,,,,,,,,,,,,,,1.0,,0.0,,,1.0,
O=C(NCCC1=CCCCC1)c1ccc(F)cc1,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,0.0,,,,,,,
Cc1ccc(SCC(=O)Nc2nnc(C(C)(C)C)s2)cc1,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1cc(F)c(C2=CC(=O)C[C@H](c3ccc4c(c3)OCO4)C2)cc1F,,,,,,,,,,,,,,,,,,,1.0,,,,0.0
Cc1cccc(N(CC(O)CON=C2c3ccccc3-c3ccccc32)S(C)(=O)=O)c1,0.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,
COc1cc(N(C)C)ccc1C=c1c2ccccc2n2c1cc(-c1ccccc1)[n+]2C.O=S(=O)([O-])C(F)(F)F,,,,,,,,,,,1.0,1.0,,,,,1.0,0.0,,,,,
COc1ccccc1Nc1oc2cc(=O)ccc-2cc1C(=O)NCC1CCCO1,,,,,,,,,,,0.0,,1.0,,,,,0.0,,,,,
C#CCN1C=C(C(=O)OCC)C(C)N(Cc2ccccc2I)S1(=O)=O,,,,,,,,,,,,,,,,1.0,,,,,,,
CC1CCCN(c2ccc(C(=O)NCc3cccs3)cn2)C1,,1.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)c1ccccc1C(F)(F)F,,,,,,,,,,,,,,,,,,,1.0,,,,
Fc1cccc(-c2nn[nH]n2)c1,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0
O=C1C2CCCCC2C(=O)N1CC(=O)N1CCCS/C1=N\c1ccccc1,,,,,,,,,,,,,,,,,,,,,,0.0,
CN(C)c1cccc(N(C)C)c1CNC(=O)NC(=O)c1c(F)cccc1F,,,,,,,,,,,,,,,,,1.0,,,,,,
O=C(Cn1cnc([N+](=O)[O-])c1)Nc1cc(Oc2ccc(Cl)cc2Cl)cc([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,
CC(C)(C)c1ccc(S(=O)(=O)N2CCC(c3nc4ccc(Cl)cc4[nH]3)CC2)cc1,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
C=CCn1c(-c2cc(-c3ccc(C)cc3)nc3ccccc23)n[nH]c1=S,,,,1.0,1.0,,0.0,,1.0,1.0,,0.0,,1.0,,,,,,,,,
O=[N+]([O-])c1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)nc1,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0
CCOC(=O)N1CCN(C(=S)NC(=O)c2ccc(F)c(F)c2)CC1,,,,1.0,1.0,,,,,0.0,,,,,,,,1.0,,,,,
CC1=NN(c2ccccc2)C(=O)C1c1ccccc1,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,
CCOC(=O)C(NC(=O)CC(C)C)(Nc1cc(C)on1)C(F)(F)F,,,,,,,,,,,,,,,,,0.0,,,,,,
O=C(NCC1CCCO1)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1,,,,,,,,,0.0,,,,0.0,,0.0,,0.0,,,,0.0,,
COc1ccc(NC(=O)CSc2nc(N)c(C(=O)Nc3ccc(N(C)C)cc3)s2)cc1,,,1.0,,0.0,1.0,,0.0,,0.0,0.0,,,1.0,,,,,,,,,
CCC(Sc1nc(C)cc(C)n1)C(=O)NC1=NN=C(c2ccc(C)cc2)CS1,,,1.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,
COCC(C)NC(=O)COc1nncc2ccccc12,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,
O=C(Nc1nc2cc3c(cc2s1)OCO3)C1=COCCO1,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,
CC1=NN(C(N)=S)C(=O)/C1=N\Nc1ccc(C)cc1,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,0.0,0.0,,,
CCn1cc(C2C(C(=O)Nc3cc(C)ccn3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(C)n1,,,,,,,,,,,,,,,,,,1.0,,,,,
COC(=O)c1ccc(OCC2c3cc(OC)c(OC)cc3CCN2C(=O)Cc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,1.0,,,,
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1NC(=O)c1nccnc1N,,,,,,,,,,,,,,,,,,,,,0.0,,
CCN(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)N(CCCN(C)C)c2nc3cc(OC)ccc3s2)cc1,,,,,,,,,,,,,,,1.0,,,,,,,,
Cc1ccc(Nc2c3c(nc4ccccc24)CCC3)cc1,,,,,,,,,,,,,,,,,1.0,,,,,1.0,
CCOC(=O)[C@@H]1[C@H]2COc3ccccc3[C@@H]2N2C(=O)N(c3cccc(Cl)c3)C(=O)[C@@]12C,,,,,,,,,,,0.0,,,,,,,,,,,,
COc1cc(CC(=O)Nc2nc(C)cs2)cc(OC)c1OC,0.0,,,,0.0,0.0,,,,,,,1.0,,,,,,,,1.0,,
Cc1ccc2[nH]cc(C(=O)CCl)c2c1,0.0,,0.0,,,,0.0,,,,,,,,,,,,,1.0,,1.0,1.0
O=C1N=C(N2CCN(c3ccccc3)CC2)S/C1=C\c1cn[nH]c1-c1ccccc1,,,,,,,,,,,,,1.0,,,0.0,,,,0.0,,,
O=C(Nc1nc2ccccc2[nH]1)c1ccc(Br)o1,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,
COc1cc(C(=O)O)ccc1OCc1ccncc1,,,,,,,,,1.0,,,,,,,,,,,,,,
O=S(=O)(Nc1cccc(-n2cnnn2)c1)c1ccccc1C(F)(F)F,,,,,,,,,,,,,,,,,,,,0.0,,,
C=CCOc1nc(N2CCCC2)nc(N2CCCC2)n1,,,,,,,,,,,0.0,,,,,,,,,,,,
Cc1ccc(C(=O)NC(C)CCc2ccccc2)cc1S(=O)(=O)N1CCOCC1,,,,,,,,,,,,,1.0,,0.0,,,1.0,,,,,
CCNC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,,,,,,,,,,1.0,,,,,,,,,,,,,
O=C(NC12CC3CC(CC(C3)C1)C2)C12CC3CC(C1)CC(n1cnc(Cl)n1)(C3)C2,,,,,,,,,,,,,,,,,,,,,1.0,,
CCCCCCc1cc2cc(S(=O)(=O)c3ccc(Cl)cc3)c(=O)oc2cc1O,,,,,,,,,,,,,,,,1.0,,,,0.0,,,
Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)C3c3cccc(O)c3)sc2c1,,,,,,,,,,,,,,,1.0,,,,,,,,
S=C(NCCc1ccccc1)Nc1ccc(Cl)cc1,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
O=C(Cn1c(-c2cccs2)cc2ccccc21)N1CCN(c2ccc(Cl)cc2)CC1,,,,,,,,,,,,,,,,,,1.0,,,,,
COc1ccc(CN2CCN(S(=O)(=O)c3ccccc3)CC2)cc1Br,,,,,,,,,,1.0,,,,,,,,,,,,,
CC(C)(C)NCC(O)COc1ccccc1C(C)(C)C,,,,,,,,,,,,,,,,,1.0,,,,,,
Fc1ccc(-c2n[nH]c(=S)c3ccccc23)cc1,,,,1.0,,,,,,,,,0.0,,,0.0,,,,,,,
NC(=O)NC(c1ccccc1)c1ccccc1F,,,,,,,,,,,,,0.0,,,,,,,,,,
Cc1cc(C)c2ccc(=S)[nH]c2n1,1.0,0.0,,,,,,,1.0,,0.0,,,,,,,,0.0,,,,1.0
CCCC(C)c1nnc(NC(=O)CN2C(=O)c3ccccc3C2=O)s1,1.0,,,0.0,,,,0.0,1.0,,,,0.0,,0.0,,,,,,,,1.0
Fc1ccc(CNc2ncnc3onc(-c4ccc(F)cc4)c23)cc1,,,,,,,,,,,,,,,,,,,1.0,,,,
Cc1cccc(OCC(=O)N/N=C/c2ccc(N(C)C)cc2)c1,,,1.0,0.0,,,,,1.0,1.0,,,,,,,0.0,,,,0.0,,
O=C(O)C(O)(c1ccc(Cl)cc1)C1(O)CCCC1,,,,,,,,,,,,,,,,,,0.0,,,,,
O=C(CSc1nnc(-c2cccnc2)n1Cc1ccco1)c1ccc2ccccc2c1,,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,
Cc1ccc(NC(=O)c2ccc(=O)[nH]c2)cc1S(=O)(=O)N1CCCCCC1,,,,,,,,,,,,,1.0,,,,,0.0,,,1.0,,
CCOC(=O)N1CCN(c2c(NCc3ccc(Cl)cc3)c(=O)c2=O)CC1,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,
CC(C)CCNC(=O)CCCOc1cc(=O)n(C)c2ccccc12,,1.0,0.0,,1.0,0.0,,,,0.0,,,,,,,,,,,,,
O=C(NC1CCCCCC1)c1ccc(CS(=O)(=O)Cc2ccccc2F)o1,,,,,,,,1.0,,,,,0.0,,0.0,,,,,,,,
C=C(c1ccc(Br)cc1)[n+]1ccccc1.F[B-](F)(F)F,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
CCC(C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl)c1ccccc1,,,,,,,,,,,,,,,,,,1.0,,,,,
CCS(=O)(=O)N1Cc2ccccc2CC1C(=O)Nc1cccc(OC)c1,,,,,,,,,,,,,1.0,,,,,,,,,,
CCc1ccc(C2C(C(=O)Nc3ccccc3C)=C(C)N=C3N=C(SCc4cccc(OC)c4)NN32)cc1,,,0.0,,,,,,,,0.0,,,,,,,,,,,,
CC(OC(=O)Cc1c[nH]c2ccccc12)C(=O)Nc1ccccc1[N+](=O)[O-],,,,,,,0.0,,,,,,,,,0.0,,,,,,,
C=CCn1c(SCC(=O)NC(=O)NCC(C)C)nnc1C1CCCCC1,0.0,,,0.0,,,0.0,0.0,,,,,0.0,,,,,,,,,0.0,
FC(F)(F)c1cccc(NC(=S)NCCc2ccccn2)c1,,,,,,,,,,,,,,,,,,,0.0,,,,
O=C(C1COc2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2O1)N1CCCC1,,,,,,,,,,,,1.0,,,,,,,,,,,
O=C(c1cn(-c2ccccc2)nc1-c1cccs1)N1CCN(c2ccccc2)CC1,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,1.0,,
Cc1ccc(NC(=O)N(Cc2ccc3c(c2)OCO3)C2CCN(Cc3ccccc3)CC2)cc1C,,,,,,,,,,1.0,,0.0,,,,,,,,,,,
Cc1c(C(=O)OC2CCCC2)[nH]c2c1C(=O)CC(c1ccco1)C2,,,,,,,,,,,,,,,,,,,,1.0,,,
Cc1ccc(C)c(OCCC(=O)Nc2ccc3c(c2)OCO3)c1,,,,,,,,,,,,,,,,,,,1.0,,,,0.0
Cc1csc2nc(=O)c3ccccc3n12,,,,,,,,,,,,,,,,,,1.0,,,,,
N#Cc1ccccc1CN1C(=O)S/C(=C/c2cccn2-c2ccc(C(=O)O)cc2)C1=O,,,,,,,,,,,1.0,,,,,,,,,,,,
COc1cccc(-n2c(=O)c3c(C)c(C)sc3n(CC(=O)NCc3ccccc3)c2=O)c1,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,
CSc1ccccc1C(=O)NC1CCCC1,,,,,,,,,,,,0.0,,,,,,,,,,,
Cn1cc(/C=C2\SC(=O)N(c3ccccc3)C2=O)c2ccccc21,,,,,,,,,,,,,,,0.0,,,,,,,,
CCCCN(CC)CCNC(=O)CN1C(=O)COc2ccc(S(=O)(=O)N3CCCC3)cc21,0.0,0.0,,,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,
O=C(NC(C(=O)c1ccccc1)n1ccc(=O)[nH]c1=O)c1ccccc1,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,0.0,,,,,
N#Cc1ccc(CN2CCN(C(=O)c3ccc(S(=O)(=O)NCc4ccco4)cc3)CC2)cc1,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
COc1cc(CN(C(C)=O)c2ccccc2C(=O)O)ccc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,0.0,,,
Cn1nc(-c2ccc(C(=O)Nc3ccc(F)cc3)cc2)c2ccccc2c1=O,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
Cc1ccccc1Cn1nc(C)c(NC(=O)c2noc3c2CC(C(C)(C)C)CC3)c1C,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
CC(C)c1ccc(C(=O)NCc2ccc(Cl)cc2)cc1,,1.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,
COc1ccc2cc3c(N)c(C(=O)N4CCCC4)sc3nc2c1,,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,,,,,,0.0,1.0,,
O=C(CN1C(=O)CCC1=O)c1ccc(-c2ccccc2)cc1,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,
Cc1nc2ccc(NC(=O)CCS(=O)(=O)c3ccc(Cl)cc3)cc2s1,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cccc(F)c1)CC2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CN(Cc2ccncc2)C(=O)CCC(=O)O)cc1,,,,,,,,0.0,,,,,,,,,,,,,,,
CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,,,,,,,,,,,,,,,,,,,,1.0,,,
COc1cc(OC)c(C2C3=C(CCCC3=O)Nc3nc4ccccc4n32)cc1OC,,,,,,,,,,,,,,,,,,1.0,,,,,
O=C(CSc1nnnn1-c1ccc2c(c1)OCO2)NCc1cccs1,,,,,,,,,,,,,,,,,,,,0.0,,,
Cc1cccc(N2NC(=O)/C(=C/c3ccc(-c4ccc(Cl)c(C(=O)O)c4)o3)C2=O)c1,,,,,,,,,,,,,,,,,,,,,,,1.0
CC(C)c1ccc(/C=C/c2ccc(=O)n(C)n2)cc1,,1.0,,,,,,,,,,,,,,,,,,,,,
C=CCCN(C(CC(C)C)C(=O)OC)S(=O)(=O)c1cc(Br)ccc1Br,,,,,,,,,,,,,,,,,1.0,,,,,1.0,
CC(C)Cc1nn2cc(-c3cccc(Br)c3)nc2s1,,,,,,,,,,,,,,1.0,,,,,,,,,
CNCCOc1ccccc1-c1ccccc1,,,,,,,,,,,,,,,,,,,,0.0,,,
Cc1cc(N2CCOCC2)nc(-c2ccc([N+](=O)[O-])cc2)n1,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,,,,0.0,,,,
CN1CCN(CC(=O)NN/C=C2\C=Nc3ccccc32)CC1,,,,1.0,,,,,1.0,,,,,0.0,,,,,,,,,
O=C(NC(NC(=S)Nc1c(Cl)cccc1Cl)C(Cl)(Cl)Cl)c1cccc([N+](=O)[O-])c1,,,,,,,,,0.0,,,1.0,,,1.0,,1.0,,,,1.0,1.0,
O=C1NCC(Nc2ccccc2)C(=O)N1,,,,,,,,,,,,,,,,,,1.0,,,,,
CC1=C(C(=O)OCc2ccccc2)C(c2cccnc2)N2NC=NC2=N1,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,1.0,
COc1ccc(-c2nnn(Cc3ccccc3F)n2)cc1,,1.0,,,,1.0,1.0,,,,,,,,0.0,,,,,,,,
COc1cccc(C(=O)NC(C)CCc2ccccc2)c1,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,
COCCNC(=S)N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,,,,1.0,1.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,
COC(=O)c1ccc(C(=O)OC)c(NC(=S)N2CCOCC2)c1,,,,,,,,,,,,,,,,,,1.0,,,,0.0,
CCCCCC1=C2CNC(Cc3ccccc3)(C(=O)OC)C=C2C(C)C1=O,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2ccc3c(c2)Cc2ccccc2-3)cs1)c1ccccc1,,,,,,,,,,,,,,,,,,,,0.0,,,
Nc1ncc(Br)cc1S(=O)(=O)NCCC(=O)N1CCN(c2ccccn2)CC1,,,,,0.0,,,,,,,,,,,,,,,,,,
CCCCC1C(=O)NN(c2ccccc2)C1=O,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
CSCCC(NS(=O)(=O)c1cccs1)C(=O)NCc1ccc(C)cc1,,,,,,,,,,,,,,,,1.0,,0.0,,,,0.0,
CCOC(=O)N1CCN(C(=O)c2cc3c(=O)n4cccc(C)c4nc3s2)CC1,,,,,,,,,,,,,,0.0,,,,,,,,,
COc1ccc(C(CNC(=O)Cc2cc(OC)c(OC)c(OC)c2)N2CCCC2)cc1,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,,,0.0,,,,0.0,
C=CCN(CC=C)C(=O)c1ccc2nc(Cc3ccc(OC)c(OC)c3)oc2c1,,,,1.0,,0.0,,,,,,,,,,,0.0,,,,,,
O=C(O)/C=C/C(=O)Nc1ccccc1SC(F)(F)C(F)(F)C(F)(F)F,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,,,
CC1CCC(C(C)C)C2=C1C(C#N)(C#N)C(C#N)(C#N)C(c1ccccc1)N2,1.0,,1.0,,,,0.0,1.0,1.0,,,,,,,,,,,,,,
COc1ccc(N2CCN(S(=O)(=O)c3ccc(C(=O)NCc4ccco4)cc3)CC2)cc1,1.0,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,0.0,,,,0.0,
CC(C)(C)C(=O)N/C(N)=N/c1nc2ccccc2o1,,,,,,,,,,,,,,,,,1.0,,,,,,
O=C1C(NS(=O)(=O)c2cccs2)=C(N2CCOCC2)C(=O)c2ccccc21,,,1.0,0.0,,,,,1.0,1.0,,,,,,,,,,,,,0.0
CCOC(=S)SCC(=O)Nc1nccs1,,,,,,,,,,,,,,,,,,,1.0,,,,
CC(NC(=O)COc1ccccc1-c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
S=c1[nH]nc(-c2ccccc2)n1C1C=CCCC1,,,,,,,,,,,1.0,,,,,,,,,,,,
COc1ccc(-c2nc3c(c(SCC(=O)Nc4ccc(C(=O)O)cc4)n2)Cc2ccccc2O3)cc1,,,,,,,,,,1.0,,,,,,,,,,,,,
O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)NCCSCc1ccco1,1.0,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,,
CC(C)COc1ccccc1C1CC(=O)Nc2cc3c(cc21)OCO3,,,,,,,,,,,,1.0,,,,,,,,,,,
O=C(COC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1)Nc1cccc(Cl)c1,,,,,,,,,,,0.0,,,,,,0.0,,,,,,
CC1CCC(=O)N(CCSc2ccccc2)CC1,,,,,,1.0,1.0,,,,0.0,,,,,,,,,,,,
CC(=O)c1cccc(NC(=O)c2cnn3ccccc23)c1,0.0,,,,,1.0,1.0,,,0.0,0.0,0.0,,,,,,0.0,,,,,
CC(C)c1ccc(/C=C2\SC(=O)N(CC(=O)NCCCn3ccnc3)C2=O)cc1,,,,,,,,,,1.0,,,,,,,,,,,,,
CC(=O)c1ccc(C(=O)N(Cc2cccnc2)c2nc3c(C)c(C)ccc3s2)cc1,,,,,,,,,,,,,,,,,,,1.0,,,,
Cc1c(NC(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,
COc1cccc(-c2nc(CCl)cs2)c1,,,,,,,,,,,,0.0,,1.0,,,,,1.0,,,,
CCOc1ccc(NC(=O)Cn2nnc(-c3ccccc3F)n2)cc1,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,
Cc1cc(CN2CCC(N3CCC(C(=O)NC4CC4)CC3)CC2)cc(C)c1O,,,,,,,,1.0,,,0.0,,,,,,,,,,,,
O=C1NC2(CCCCC2)C(=O)N1CCN1C(=O)c2ccccc2C1=O,,,,,,,,,,,,,,,,,,,,,,,0.0
COCCCn1c2nc3ccccc3nc2c2c(=O)n(CC3CCCO3)cnc21,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(C)(C)OC(=O)N(CCc1ccccc1)Cc1ccccc1OCc1ccc(NC(=O)C2CCC2)cc1,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
Cc1ccc(/C=N/NC(=O)c2nn(C)cc2Cl)cc1,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
COc1ccc(C(=O)NC(=S)N2CCN(C)CC2)cc1Br,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,
Cc1cc(C)c2c(CCl)cc(=O)oc2c1,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,
COc1ccc(C(=O)CCNc2ccc(F)cc2)cc1,,,,,,,,,,,,,,,,,,1.0,,,,,
O=C(CN1C(=O)NC2(CCCC2)C1=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,,,,,,,,,,,,,,,,,,,,,,0.0,
O=C(c1cccc([N+](=O)[O-])c1)N1CCN(C/C=C/c2ccccc2)CC1,,,,,,,,,,,0.0,,,,,,,,,0.0,,,
CC(C)Oc1ccc(C(CC(=O)O)n2cnnn2)cc1,,,,,,,,,,,,,,,,,0.0,,,,,,
Oc1ccc(C2C[C@H]3CC[C@@H]2C3)cc1O,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,
OCC1(Cc2ccccc2Cl)CCN(C/C=C/c2ccccc2)CC1,0.0,,,,,,,,,,,0.0,0.0,,0.0,,1.0,0.0,,,,,
Nc1c2c(nc3sc4c(c13)CCCCC4)CCCCC2,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
COc1cc(NC(=O)CNS(=O)(=O)c2cccs2)cc(OC)c1OC,,,,,,,,0.0,,,,,,,,,,,,,,,
Cc1cc(C)c2oc(-c3cccc(NC(=O)c4ccco4)c3)nc2c1,,,,,,,,,,,,,,1.0,,,,,,,,,
CCOc1ncccc1C(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,,,,,,,,,,,,,,,0.0,,,,,,,,
Cc1ccc(-c2c3c(nc4sc(C(N)=O)c(N)c24)CCC3)cc1,,,,,,,,,,,,,,,1.0,,,,,,,,
Cn1ccnc1SCC(=O)n1c2c(c3ccccc31)CCCC2,0.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,,,
Cc1ccnc(NC(=O)c2cccc(NS(=O)(=O)c3ccccc3C)c2)c1,,,,,,,,,,,,,,,,,,,,,,,0.0
COc1ccc2nc(-c3ccccc3)nc(SC)c2c1,,,,,,,,,,,,,,,,,,1.0,,,,,
CCOC(=O)c1c(NC(=O)C(C)NCc2ccco2)sc2c1CCC(C)C2,,,,,,,,,,,,,,,,,1.0,,,,,,
Cc1noc(C)c1CSCC(=O)Nc1nc2ccc(Oc3ccccc3)cc2s1,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
Cc1ccc(S(=O)(=O)NC(=O)c2cc(C)n(-c3ccc(N(C)C)cc3)c2C)cc1,,,,,,,,0.0,1.0,,,,,,0.0,,,,1.0,,,,
CNCCCOc1ccc(Cl)cc1C(C)(C)C,,,,,,,,,,,,,,,,,1.0,,,,1.0,,
COc1ccc(-c2c3c([nH]c(=S)c2C#N)CCC3)cc1,,,,,,,,,,,,,,,,,,,,,,,1.0
